label_bullying,text_message
0,fuck i love barry manilow
0,hmmm I hate cats (sharp claws  teeth) but like yoghurt. What to make of this???
0,Hate to bring this up  um  but did you see how ur last tweet came out?
0,am I too emo? http://snipurl.com/7rq8p
1,hour meetings foe a job you're failing at  because you hate it  your bentley that you don't even drive cuz gas is so expensive  in
0,cool T damn! That's funny.
1, Damn :(
0,:(  sorry..that really sucks.  and right before the holidays.  bah humbug.
0,@Urban_Lindsay  good find! I'm a huge fan of the Fail Whale. I'm totally buying a shirt: http://www.zazzle.com/failwhale
0,how did you blog my own video before me?  Damn you're fast!!! I didn't even finish editing the youtube info yet!!! LMAO
0,Wow so you got hit pretty bad with bad weather too huh  that sucks. Good Morning to you as well :)
0,That sucks  ya Ive been waiting on this book from Amazon  was suppose tpo have it in Aug. then Dec. 10th now in Jan...irritating
0,Thanks &a Pleasant Good Morning to you :) Yes I work at noon but have alot of running to do before that I hate hectic mornings
0,@indyank @harisn Sucks for me everytime..  Every single time.. and today the most.. :'(
0,I totally agree. Hate it when people Tweet out every thought they consider mildly clever. That's why I dropped @guykawaski
0,Fuck yes I do!
0,I'd much prefer to send out my work message via twitter.  I hate having to add the fluff to my emails so that no one gets upset.
0,during my short live here i have learned to hate twam (=twitter spam) someone wrote about it http://tinyurl.com/555cqr
0,yea! i wonder what that's all about. i'd hate it if AGAIN the highlight of the epi IS the preview  we never get much more than that
0,I always forget about Yelp  but it's pretty damn useful. Thanks for the tip!
0,Also that one's not really a vampire film it's more of an emo film. Vampires are only there for added sexual angst.
0,sakoyo hahaha smart ass!!! laughing in my boots...hahaha...still laughing...not! Nah not sad...I dont joke like that anymore..haha
0,dude  it was your birthday?  Damn you!  You foiled my foolproof "never miss a birthday coz Facebook reminds you" scheme.  Hpy Bthdy.
0,used to not fucking me? i saw nikki the other night btw.
0,I hate taking down the decs. Everything seems so bare...I'll leave my favourite robin up until Tuesday  though.
0,i want to call him disgusting but i cant :| @wordsliveinlies he's 20. @Scrappys_girl he is gay.
1,...fuck jared leto. i forgot it was his bday. 25th HIS BIRTH 26th MY BIRTH ECHELON THROUGH THE BACK DOOOOR.
1, damn 'reply' button ... -.-
0,Too-fucking-right. Im still a NIN Virgin... a VirgNin ... lawl.
0,it is! Experimeting loads with it. I hate the uk and it's lack of things to do...
0,ah that sucks. Yeah freshness  even the word is refreshing. Anywho gotta be up early tomorrow  long day at work. Goodnight!
1,agreed.  UGO sucks ass
0,yeah more like I stood and then sat down after awhile. Hate you.
0,@cjb2m5 I hate you both. And yes  i'm in bloody England.
0,LUCKY. fucking love Bacon.
0,Cold sucks... =(
0,srsly?? i hate MySpace bc it IS SO disorganized. yes fb is accumulating more apps and ads but not nearly as much as myspace
0,The 4 major food groups are sugar  salt  alcohol  and fat. At least the American diet is.
0,(And damn those typos!) lol
0,Damn straight. I just don't understand it. I was born thinking like this. I'd like to believe everyone else was  too... we'll see.
0,That sucks :-( There're 2 in Leeds that I know of. Small print also says you can use it in the House of Fraser Gap concession
0,fuck continental!!! Though the prop plane was actually nice!!!
1,it's the damn music  ugh  terrible!
0,ooooo!! Feel bad now cause you thought wrong about that. I sent my tweet in right after your nerd tweet.
0,Not yet  I hate buying a new phone now because I know that lots of new stuff will be announced in Q1.
0,If we could cover the debt  that would be one thing.  But  we produce nothing but fat kids and corn.  We can't even make cars!
0,I hate when that happens. Let me guess  Sales  and Marketing need new web reports?... :/
0,oh yeah I hate that feeling. Especially right before bed. Have you tried booze? :-P
0,tak to si snad ani nemel psat... ted to budu muset stahnout a hrat.. damn.. a to mam ve fronte Fallout  Brothers in arms a dalsi
1,Also  you are not Canadian  fuck.
1,yeah... it sucks...
0,And yes  a low-fat diet will definitely help!
0,any guy who wants to engage in a conversation about being an asshole  and who calls himself a whore on his own blog  is worth it.
0,I'm just here to make sure he doesn't embellish things with those fancy-assed words of his. Good words right order my ass ;-)
0,about damn time... oh  I mean  that sounds great sir.
1,i hate those DIY post office things here in #ALB. no matter what the lines are still insane.
1,rogue. I hate you and your ability to spell correctly. though some of them were red  but they were communist. not rouge.
0,dang that sucks. If i lived close i'd go help  though i am not handy. mostly for moral support.
1,I hate chris
0,Ha i fucking love it!!! ask for a feature and it's live in 5 minutes. LOL that is no longer my world
0,I just bought him a Master chief action figure (not a doll- he says) and a light up Cortana for xmas!  Nerd!!!
0,Why do you hate America?
1,u know what................. ima put jourdan on your ass.
0,awww damn. i was lookin forward to it. do will and rosario have crazy chemistry tho? im thinkin jada musta stressed this 1.
0,here's a whole damn post with a scribd presentation (how many social media...)..: http://bit.ly/THmH
0,I think you just answered your own question there. But yes  I did look like a retard.
0,I survived mass layoffs for the last 7 years. For the last 3 years we've been told we're muscle  not fat.
1,omg that so fucking sucks
0,holy fuck! 5-14 ALREADY! so what does it snow everyday over there and in the summer does it rain everytday? buurrrrr i&lt;3 N VA
0,we are fucking cursed we started 6-2 wtf it always happends
0,rather do it now then either mid-night or 7 o-clock in the fucking morning lol
0,Damn. You really *are* the Craft Mafia now.
0,sucks to be you...I have stopped traveling for the holiday's and your starting...too funny
1,fuck. :( &lt;3
0,You know what's going to happen at 7:00pm central? An announcement will be made that OU still sucks. :-)  (PS I think UR right)
0,I just used "my blubbery ass" in a blog post. Surely you can use "ballsy"....  ;)
0,R you pregnant or Fat?
0,haha! i'm such a nerd!
0,I stand corrected.  Actually that is why I live in Michigan.  I'm a fat old guy and can't stand the heat ;)
0,fuck fox news...
1,this sucks ass!
1,fuck yo couch! In yo face!
0,damn that sounds soooo good right now  *jealous*
1,FIRE HIM!!!!!!  lol lame ass mofo....
0,AMEN to that!  When I saw him on I Am Legend  OMG I nearly lost my mind.  I was like damn  when did he get a body like THAT.
0,O.k now it's working   :(  damn youtube stressing me out  lol
0,awwww! I knew those damn haters were gonna do that.  Thank goodness I coped it before it was deleted.  YAY
0, I sure as hell wou'l not dat a Chlamydia.  That would scare the piss outta me
0,  " Fuck Sarah Palin  the political version on Sanjaya".....perfection.
0,@panamenanegra I was talking wondering why $10 was takin so long had to go find his ass.  I was on my CC so it was this...
0,@panamenanegra gonna tell me its my fault for having a CC.  WTF ?  Wanted to knock is damn turban off.
0,@kurot they hurt TAT;; I hate going to the doctors...
0,i think he comes off better on part 2.. but he still kills pt 1 tho.. funny thing is i was in fat beats and i bought the cassete
1,get your ass here !!!
0,lol my bumps not thta big but i can say with so much certainty thats its definatly not in my ass :P 9 weeks to go woo
0,damn never ever in life took a sip? lol... good times bro
0,damn crowd response socks you every time. bukkake
1,Nuno Bettencourt ftw. Damn!
1,Fat ass!
0,haha  she has a nice ass also.
0,holy schmack that sounds goooooood. why is peanut butter so damn delicious? if they had a PBJ version  that would be my order
0,glad everyone is okay. it just sucks because he was looking forward to going for so long and then something happens!
0,LIBRARY! I AM A GEEEEEEEK  NERD  WHATEVER . . .HATE THE CREEPY CRAWLIES  NO HOT WATER  etc.!
0,i really hate 2008 goshh so much crap
0,wen it comes to other stuff shes so fast and then wen i ask for stuf frknn slow ass takes a month or two
0,lol...hahahaa wht a dumb ass lol
1,and most of them are ugly and fat..lol
1,i couldnt agree more. HATE sandra lee!
1,i'm ok  now  darlin :)  i just hate my body sometimes.  it hurts me when it's most inconvenient.  i'll be ok... :) thank youuu
1,http://twitpic.com/taap - fat.
1,http://twitpic.com/v2mo - lol.. hate u both..
1,http://twitpic.com/vhtp - LOOOOOOL HATE!!!!!!
0,sucks to be you :) have fun regardless
0,yeah i just don't wanna do blackberry but they may wrestle me into it just because they r kind of the best. i hate 2 admit it.
0,i hate firefox. i'm a camino chic
0,don't have time to review the whole thing right now  but here - fucking - here.  I'll take contributions to the bottom line tks
0,it's not a bad coffee shop overall  just the one in the market sucks.  Slow service in a poor location for traffic.
0,Aw  don't hate on Keith.  He's still smarting from that not-being-crowned-the-next-Russert thing.  :)
0,That's really too bad.  But don't let one silly bitch spoil your vibes.  Keep catching the melonheads.  :)
0,JESUS FUCKING BABY CHRIST  stop twittering in all caps  motherfucker. I understand you're excited  well I'm not.
0,hahaha you went from santa to elf? I know our economy sucks but don't let them demote you  that quickly ;)
0,I just did the same thing. Now it's Miller time - okay  Chardonnay and picture editing time  but it's still *MY* time damn it!
0,being a nerd with a camera downtown http://snipurl.com/9a5ct
0,Oh your're working tomorrow... Well that sucks!
0,Yeah! I hate complaining as it is a fellow soaper  but plagiarism just is AWFUL!
1,awwwwz poor little emo girl
0,http://tinyurl.com/these-hats-are-damn-tradition
0,Damn dude... That's why my window just broke! The EOD are on their way man! ;-)
0,i DO hate the use of the X for christmas....  altho i don't capitalize anything...that bugs people tooo... :)
0,careful with that excess student loan money -- down the road  it bites you in the ass. Love  an ass-bitten college grad.
0,damn  that's a really insightful way of looking at the structure and process of writing. Helpful  too. Thanks. :)
0,Love them!  Used to hate them with a passion as a kid but now - I can't get enough of them!! Love them.
0,@buddhfied last week my dad pulled 3 dvd movies off my shelf: Bangkok Love Story  The Houseboy  and Locked Up. "Are these gay porn?"
0,the frontal nudity in Locked Up was integral to the plot and the prisoners' hotness. but not gay porn...ok  maybe soft gay porn LOL.
0,haha I'm sure there is a hardcore Locked Up. The dvd i have is a German sub-titled movie...ok  gay erotica  but def not hard.
0,damn  i bought the wrong one!?
0,wow home cum I don't get dates like u get? I'm not feeling sorry for you anymore! Have fun!
0,house cum sounds good too! :D
0,I was too scared to read it - I hate spiders too!
0,freak...freak...freak...there have a little more :)  What's an elf ot the shelf btw?
0,now that's the spirit and a whale of a good deed....thar he (snow) blows!
0,I hate the Panthers man!!! My cuz is a huge Panthers fan and I love to see him suffer when they lose... Lol
0,damn I don't wanna be him. But I am sipping good!!!lol
0,I didn't get sad the Alaska trip got postponed until I thought about some King Alaskan snow crabs!!! Damn I really wanted some!!!
0,You tell 'em man! ^_^ Seriously  the whole country is f***ing freezing cold today. Hate winter.
0,yes i am part but i put in PTO And put gay for my reason on slip
0,i cant afford to call in gay i cant tell my bill collectors that
0,I am lookin @ news in the Chi damn!!!! Stay warm n if u see my lil sis make sure she wears her coat!
1,Damn skippy.
0, o agree im catching a fucking cold. it was freezind in tx  now burning up in ga
0,just got pissed off by that damn facebook crap YUCK
0,i hate godaddy  dont use them.  i have my own server. @cprpoker uses a good one.
0,Christmas is over  take off the damn hat already. and i'd yell at you on MSN  but twitter is open  while MSN isn't.
0,Thanks Lisa. You'd hate it here right now! It's pouring again!
0,Hey DM me your addy...you get the can even if you don't get the job  'cause I HATE coffee!
0,Are u serious?  That sucks.  Is it hard to get out of the new policies?
0,Oh  I *know* it's on purpose!! Some people hate that about ponies. I love it! Such personality.
0,Sure hope your dog will be OK. I'll be thinking of you. (I hate waiting for the vet to call.)
0,sucks for you. its a good cd.
0,Yea  the weather sucks. And is only gonna get worse over the next two months.You're tempted to just get back on the plane? :P
0,LOL! Yes I am such a junkie. It's a love-hate relationship.
0,thank you for your ass!
0,its not hate on government  its hate on our existing government.
0,dood  seriously  why was 70's cinema so fucking crazy? Seriously  the sex tease with the boat captain and preteen boys  like woah!
0,san diego  we will be in la in february  is this a destination that you would enjoy? Your cock will feel awesome!
0,I hate that. Stupid Gator fans. Making Christians look bad. :)
1,that sucks. People are stupid.
0,checked it out...looks like it's well on it's way to being pretty damn awesome :)
0,a frienf of mine did the mud run. Said it was a bitch showering. lol
0,that sucks. Wish I could help u. :(
0,I've always heard. nerd: obsessed with learning stuff  geek: obsessed with a single topic (Star Trek)  dork: socially inept
0,damn way to invite me homes
0,~ anyone w/10K followers merits kick ass tips! . ..& keep that Aloha Spirit flowin' because the mainland definitely needs it!!
1,hate you both!!
0,damn it!!!!! its is first all about me  so you should totally blow off your other plans :)
0,you might have just made a discovery in cosmetics! Use dark energy to destroy fat!
0,Hahah! I am sure she'll hate twitter for this  if not me :p
0,@hollyrhoffman It's the damn humidity! It's so hot and gross and humid!
0,TASH! I miss ya crazy ass!!
0,well  you can only watch one at a time but we have 3 since I hate watching  sd TV  now
0,this is why I hate partying with people I work with. They want to talk about work the whole time
1,hate u
0,nerd. Lol. It was yummy. But its not bread. Cake :)
0,poor thing. at least you got in okay. And you didnt have to sit next to a psycho bitch for 2 hours.
0,dont worry im not anywhere near that club 2nite..ghetto ass poetry club
0,lol damn... im sorry?
0,aww that sucks! Sorry to hear it :(
0,what is that?  and yes  it's damn cold  about 5 degrees in Mpls.  At least you're in Texas  stop complaining my friend!
0,So the one that really mattered was a fail? That sucks!
0,Lol  I'm so out of it right now that when I read what you last wrote  I thought you said  "I'll freak with you."  lol  woww
0,Damn right I do.  :)
0,designing the css afterparty flier with your long ass name... its wreckin my brain.
0,U R so damn witty
0,...what bitch...we have too be ready for "Spring" or watever
0,was nice finding u on the poopy smelling train..I hate being on there alone
0,Haha thanks  I was supposed to go to some parties tonight too but I need to prepare for these damn holiday meals.
0,That sucks. My MBP came with a DVI out and a VGA adapter dongle.
0,True. We all loved David Wells. And let's face it  CC makes me look thinner. Ummm  well  not as fat.
0,The radical democrats hate this choice. So  theefore it must be good.
0,damn why you on ya old lady movement?
0,lazy ass hahaha
0,Joydaily  damn...no it doesn't...lol.
1,Injections don't work in Vista? I tried in XP  didn't work there either  crazy bug or something :(. Damn you C++ Win32 API!
1,it is not only terrible... it really sucks.
1,AND DAMN I JUST LOST /AGAIN/.
0,omg i wish....the bitch is kocker up as is lol
0,this kitchen is qa bitch thus far  and night
0,did you put on nickis pants tring to be emo?
0,i hate everything about you- 3 days grace
1,dude that sucks!
1,if anyone's a loser  it's YOU.
0,LOL! Damn this painful shyness :P
0,That would freak me out  I hope you feel better!
0,That sucks & they're definitely missing out!  People should expand their horizons.
0,Old fat finger type suing when I ment using
0,I would hate to see the #text messaging bill when ever @leolaporte sends a msg. 67k followers *$0.20/txt msg = $13400.00/tweet
1,lol whore bath...funny.
1,Fat Boys have a new song?!
0,I really wanted Paterson Joseph. Matt Smith looks like a bit of a dick... but quite interesting at the same time.
0,Nothing more frosting won't fix.. and @hildebrant Gun Shots.. Phoenix. That is like Nacho's and Fat guy's.. it's a given.
0,I had to do that the other day  the bots are fucking annoying.
0,yeah that was my general feeling the whole time I worked at Hot Topic. Going in to work was a fucking chore.I'm sure it's worse now
1,Heores Season 2 sucked! Full of emo shit!
0,Yeah  Band of Brothers just 10 episodes? But damn they are 700Mbs each :'(
0,Jeez dude! Who said you are NOT a big blogger? Ignore braggers. And why giving a damn about something  somebody said 'online'.
0,DAMN STRAIGHT! Give your momma a kiss for me too... and tell her that i want my sweater back o_O
0,Lol... damn... me too... o_O
0,Word.  That's what's up.  I was sippin' earlier.  Only good part about the night @ this weak ass spot.
0,Wow. Why did I JUST see this tweet? Damn  son.  SUPER late.
0,Forget my loser classmate  I need to go to Vegas with *you* next time (if your husband doesn't mind) :)
0,Considering your love of infrastructure  *you* should speak to Nat'l Ass'n of Counties in March  not Chuck Todd http://is.gd/dgF5
0,I remember when I realized I needed to stop wearing shit from PacSun & Metropark. Getting old sucks.
0,it's so depressing.  I HATE valentines anyway. What is the equivalent 'Bah Humbug' to valentines?
0,I hate restaurants full of couples  involved people looking smug because they got a card/flowers n the pressure to be with some1
0,Either that or you hate doing the dishes!
1,I LOVE Pocoyo!...because I'm a freak!
1,i hate you.
1,i didn't laugh  fag.
1,Pretty sure it's CO2 and H2O produces sugar  but damn that was a long time ago
0,I totally missed your giveaway...damn and i wanted that!
0,a 14 hour nap!  Gosh.  That's a long ass nap!
0,@ricksavage damn I wish I was watching elf. Instead I'm watching drunks on the dance floor
0,thanks Steph about the Carters  I don't frequent there too much  I hate their sizing charts.  I love "Childrens Place" though
0,Ooo  yuch! Did he forfeit his ticket? That sucks. :( Tell him to go to Argentina instead - in my opinion  it's way better. :)
0,So what was the opposite of a reindeer sweater? and why do you hate skype even more now?
0,Mine would be This Love  This Hate. It was the first one I ever heard of theirs. My favorite one not on the cd is The Natives.
0,Well I hate your phone. BAM!
0,I would rather clean the bathroom than most any other chore  as it doesn't have to be done daily!  I hate dishes...
0,it's stupid for me to be upset over  really. fuck.
0,can you please make me a dance your ass off video? Kthxbye.
1,Well that sucks.
1,why would i accuse you  im SUPER FUCKING JESLOUS OF YOU
0,my top 5 movies right now are Banjamin Button  Harry Potter 6  Watchman  Star Trek (YES NERD) and Valkyrie  im excited:D lol
0,OMG I FEEL SO DUMB THAT WAS FUCKING EPIC
0,i like the paris hilton one  that one made me fucking laugh lol good job
0,when you say you know them do you mean like personally cause that would fucking rock lol
0,fuck you man lol they are like one of by favourite bands  you should get me some free merch lol
0,man I wish I had one too to back up my files. Oh well sucks to be me LMAO. See ya soon  Peace.
0,LOL.. yeah im routing for the british dude too! but i just wanna see how beyonce takes on a non singing role! i know u hate her!
0,Frak the trainer.  Work out w/o him.  Don't quit because he's a dick.
1,kiss my icecubes formerly known as my ass cheeks.
0,do not bitch about the temperatures while I'm up in the freezing tundra of the north or I'll slap yer pregnant ass  love.
0,I have a tray of peeled prickly pears chilled in my fridge - they are damn delicious if you pay someone to remove the pricks.
1,that sucks balls!
0,and kayleigh would NOT go to her damned room. i'm exhausted and she's fucking around.
0,Thanks ur an angel. my header is horrible  I hate it but need time to make something prettier. Also gotta set up analytics
0,Ilove my AT&Tcard.  It has worked great nationwide.  My Verizon card was good until the last update and since it sucks.
0,That sucks man! What was it?
0,Sorry for the woes  but DAMN you sound GOOD!
0,hahahah aw.  i support the faux-man hate.  although  i tend to support real-man-hate nowadays  too.... =/
0,I know  I hate that! It'd be one thing if Apple TV wasn't just a "hobby"  but it is - shouldn't we all get us some HD content?
0,Exactly! and then the french people would be mean and send us to germany because they hate americans.
0,fuck isnt filtered is it?
0,and who is gonna MAKE them do business together? You have to understand. Pals HATE Israelis. Wish them ALL dead.
0,Shia LaBeuaf is dead to the world. He's probably not making any movies because he sucks.
0,Sorry if I offended you? I just really hate Shia LaBeuaf. Sorry if I came off as a bit rude. I'm in a bad mood.
0,I'm sure tons of people hate him. Like all but one of his movies suck. Plus. I'm a 16 year old boy. I hate everyone.
0,I'm so mad at America. They didn't sign a law stating you can't torture gays for being gay. I was so offended. This was 3 days ago.
1,I hate that too!!
0,I'd love one of your yummy jew cupcakes...not riding these days  however  as fat can testifies  so no cupcake for me! :(
1,NERD!
0,@igniter Hate to say it  but I can't make the convo today. Take my space for someone else.
0,SaulRand I that group = I LOVE that group. Damn 140 character limit! LOL
0,HAPPY BIRTHDAY DAN PANOSIAN THE SUPER QUEEN OF LOVE/HATE/POWER/SAVY/HOLLYWOOD AND CAKE
0,perhaps i should call it that to freak the family out.
0,i absolutely hate collections  don't you??? sucky part of job.
0,damn  i need a job at  your place!
0, morning. How u 2day? Pls tell Gary we practising at 4pm 2day. I will cum early 2 pick up parcel at gatesville post office.
0,Should have read "Don&#8217;t forget to enter my contest". But it chopped off the "est". What a whore...LOL
0,Yeah.. :c My brother freaking sucks (in case you did not see the other message seen what I said to my other friend).
0,WILL U PICK UP UR DAMN PHONE???
0,oooh damn that sounds good!
0,YOU TELL THAT BITCH SNOWSTORM NOTHING AIN'T GONNA GET YOU DOWN!
1,YOU KNOW IT BITCH. :D
1,No God no. Fuck no. Fucking fuck god no.
0,Damn  gurl  you goin' places.
1,Gypsy bitch!!!!!
0,I just HATE seeing that pretty face in that sqaure and those clever tweets next to it with "via web" underneath!  *sigh*
0,Madonna concert w/ @lcastinado. got here in 15 mins and got free VIP parking. Sweet-ass!
0,It sucks when the kids are sick and it is ALL night.  Worse than toothache is vomit in the middle of the night.
0, Haha. Total poser.
0,I hope you're right... I hate watching the Skers struggle like they have  although we went through it once upon a time as well
0,I agree with you... just hate that we're going to be hearing about it. Only hoped for their loss so Mack could move on and grow up.
0,yo peezy... celeb status already??? I mean damn.. it hasnt even been a WEEK YET!!! Eh..I dont mind and Im sure you dont mind :D
1,LMAO!! I seen that  that dude was mad angry... then got his ass beat
0,they mad that they don't grind hard enough to get signed  reason why a lot of ppl hate Charles Hamilton
0,hate is good tho  free publicity  ppl who hate don't realize how much good it does to the other person
0,look at soulja boy  Many Many MANY ppl hate him and constantly talk about him  all that is free publicity
1,fuck you shane lol
0,Alos  do you knwo how to change my IA username? My current one sucks + the department (MSTV) has been dispanded
0,Hey  it's still the new year here hehe( and unfortunately  I'm still a smart ass). Happy New Year! I'm jealous of your trip.
0,OMG i would have went postal on her ass.  seriously
0,aw that sucks!  hope you are feeling better soon!
0,take the damn job even if it's just a meager stipend!
0,as long as its not ass hair you are ok!
0,hello fellow ICM nerd : )
0,Joe the Plumber: scofflaw  activist  or just another cheap-ass?
0,are you hitting on me Now too? Damn it. Maybe I DO need my comic avatar back!
0,damn man sorry to hear that
0,Wow for awhile I thought I was the only one getting these poser follows... Phewwww Nightmare over. Thanks
0,damn right!  whats the point in having friends in the business if you can't get free shit from them?
0,I'd hate to sound jaded  but daft punk ruined everyone else because they could never come close. :( robot human
0,I hate hot weather  makes me want to punch people... Just because it's hot
0,LOLI hate 'em too. I try to eat clean now and get all of what i can from lean meats. For you I know is a different case. Protein bars?
0, I hate to admit it but  you appear to be more Jamaican than I am :-s :P
0,damn right! I don't do many things well but cheese is one of them.  We're gonna release Rudolf on iTunes to try to grab the Xmas #1
0,Damn me and my "purty" mouth!  Why couldn't I have been born with an ugly one!
1,oooh that sucks. ibuprofin
0,damn it. i lost any cred i had built up with murs. @srhaber: yes  love the new dcfc record!
0,i know fuck them
0,sorry my friend...no other team do i hate more than the cowboys...i do want jason witten to do well though
0,O. M. G. FREAK. no offense.
0,That's 'cause I was rolling about in it earlier. You better be getting a fuckin' skullet tomorrow. Cunt.
0,damn that shit probably gonna be pack like a can of spam
0,That was so. damn. funny.
0,Blue better be your color  chick. Fuck.
1,enak aja! nick carter ga gay!!
1,ohlala dago ktny tmpt nongkrong gay :D
0,Hah  wish I could do that. Being a part of "essential operations" sucks :(
0,You'd god damn well better be an Engineer. all I'm saying.
0,such a hater. Damn  if you want some just ask instead of bashing it.
0,.... only got to find out how gay some people are! hahahaha!
0,because secretly  you hate yourself.  ^^
0,I hate iMovie 2008. I downloaded the older version.
0,I don't mind using the exclamation point. It's the overuse  I hate. I have some teacher friends using 3-4 after every sentence!
0,I hate Comic Sans. I have tried for 10 years to get it out of the schools. Teachers love it.
1,@BikerSwag damn! No kidding!
0,sucks man. tire* sorry spelling/grammar freak. yeah it's fantastic. wore me out though.
0,lol. seriously? Each to their own... me  I hate oysters...
0,odd  Bloxx banned worstseoblog on my system "Prohibited by URL database (Hate-and-discrimination)". GAH.
0,LMAO. Dont you like to piss off everyone as a rule?
0,too bad I don't want you to taste my juicy pussy.
0,no I haven't tasted my own pussy. I don't bend that way.
0,Dont hate your life... Friday is just round the corner... :P
0,awww baby  it's gonna be a fat bastard dinner for me on Sat night!
0,stick with Digg Reddit sucks big time.
0,its the fat white one. When the recession is over would buy Logitech diNovo BT KB Sweet!
0,I love the new photo. Sexy  Gay Doris Day  in its own way
0,damn u and ur single malt all i got is a blend :(
0,:P as much as i love the holidays i hate xmas music and decorations... oh and hate snow...
0,omg... lol i hate myself im gonna take some ambien ill catch u later :P when i wake from my coma
0,damn... i envy ur bandwidth :(
1,Man  fuck Alton-Darby.
0,damn fwy is still all red! What's wrong with people?
0,kick ass at the GRE today!
1,Sigh. Fuck 4chan.
1,I hate em..
0,that sucks. security issues I take it?
0,I won't cheer! Do u have this "kick u in the back of the head really hard" variant? Sucks! 3rd day of ultra shittiness! Ibruprfn
0,@MartinAndLegend I have an absess in a very uncomfortable place. Waiting on the surgeon's opinion. This sucks.
0,NOT A DAMN THING besides him leaving his macbook pro in my car because he was to lazy to get up and get outta my car
0,more. sucks. totally bambaffled. if yours is flat you should certainly demand a refund.
0,Well  I'm wearing underpants and a shirt. I'm not a fucking savage.
0,Wheres the fucking egg nog brah?
0,Damn  looks like you blew up on youtube since I was banned. Grats  good luck bro.
0,Yeah  that would piss me off something terrible too... But you could regift it to a young relative...
0,That's a good point  the kids in my family are already bad ass... Good yours aren't corrupted.
0,I'm sorry i got u all involved  I can't wait to see Vick's cry tonight  I'm even skippin a party to see this bitch.
0,I'm so sorry  I used to hate transcribing lame interviews...
0,Wouldn't it have been smarter for BET to do something on blacks in politics... Damn I hate that station!!
0,Man that would be awesome- I might make a fail whale sign for moments like that.
0,That sucks. My first account is still banned for hacking. (mate sent em to me) lost all mah games. :(
0,Do you really think Chris Pirillo is going to respond to your question.. If he does then I'll feel like an ass..
0, don't hate. we'll get you a present too. just turn around. :)
0,damn. Gonna miss a meet here in DC. Would be fun to broadcast one on BlogTV to those that can't make it. Have fun tonight
0,Hate to ask a dumb question  but wouldn't Twitter *already* be considered mainstream?
0,damn I had way too much fun as usual doing our Jordan picture spam! I had great dreams on nkotb & strip poker! Lol
0,- Yea man these big bloggers always think they are the best.. Will have to show them X-( I fking hate Big bloggers..
0,- You know some ppl like to piss off others and today I was a victim of this X-( sad but thx for those words ;)
0,I fucking know! I bet some asshole offered more. Such a bullshit lie. And I've been waiting for packages and NOTHING!!
0,I think it's jmo1200. I bought the tim biskup from him. He's a fucking ass &gt;:/
1,He's so fucking annoying. I would just tell him fuck off and it's his fault he has an unverified address &gt;:/
0,In WOMANIZER? I know I just saw it for the first time. She is fucking hot again. Goodness. "I'm a Slave for you" = Hottest
0,LOL. I don't care. I'm a wise ass too :)
0,LMAO! It's so funny "bounce that ass"
0,Damn  now  the yurt market was my secret niche!  Now EVERYONE will know!
1,yeah and I am the man in the relationship @kRockXP your my bitch.
0,I am glad the snow turned to ice now when K Rock beats you  you can take off your underwear and sit in it bare ass. Youll  be sore
0,sucks they only made like 20 of them
1,D:!  That's horrible  ;__; This sucks.
0,That sounds like a plan. :) Kick ass  indeed. And any beat that stands the test of time is a banger  for true.
0,Hi! Yea  Hate rolling out in it  but gotta do the do. You doing alright?
0,You forgot the "magic" word:  Ahem  allow me... "Please  fuck you..." There now.
0,ways to kick your own ass in the gym? Bring in a coke and fries with you  or wear a polyester leisure suit.
0,@mniehaus MMS from Naples to home - had the entire family in tow. Got stuck overnight in Detroit airport.  Hate that place now.
0,meant that to be public. MindTouch and Zenoss finalists in Jolt Awards Enterprise cat. You're going down bitch! http://is.gd/clEO
0,lmao loser that was under nda...
1,fuck off dude  don't waste my time  damn spam users again ...
1,fuck off dude  don't waste my time...
1,you own a gun? remind me not to piss you off anymore.
0,Sounds almost as good.  Original Halo was great.  Next Fri night with no wife we should nerd it out with Wii  Xbox & Movies!
0,Damn good game last night  Roar scored in the last minute of the 1st and then the last 2 minutes of the 2nd.
0,Oh sweet! Sucks though that you work New Year's: my condolences.
0,I'm taking a redo: What has two thumbs and a 4.0 GPA this semester? THIS BITCH RIGHT HERE!!  *gesticulates towards self with thumbs*
0,damn  je hebt me door
0,lol well lemme tell you  it sucks ass. Once you go blackberry you cant ever go back. Unless you go iPhone.
0,soulja boy sucks at life
0,awe man that is going to piss alot of people off.
0,damn it's raining here.
0,I've put in planning for Monmouth Beach but the environment minister  Andrew VanWyngarden from MGMT  is a bit of a hard ass.
0,like what the fuck is this! Then two months later it's everyones cut!
0,I hate bleach I have sensitive skin but I fits to have my MW!
0,I'd still be walking around with it stuck to my ass if that one kid hadn't laughed so hard when I stood up from the lunch table. ;-)
0,long piece on that on my FB page and got bitch-slapped.  But I'm not interested in social networking by someone's "people"
0,That sounds about right. I hate it when the homoerotic kissing is cluttered up with TOO MUCH exposition  after all.
0,penn and teller pussy?
0,"""Your never supposed to go full retard!"""
0,I thought the joke was funny. I hate chicks who are all like "i like to do this and that nautity deed  then u get em alone and
0,they don't do any of it. Them they try to front afterwards  like "I did this and that to him last night!" I hate when chicks lie
0,this is why I like you man...Quick thinker. Come to think of it.. I haven't seen a pic of  mrs.Teacher at all.Damn thumbnail avs
0,my mets need to chill with all that "team to beat" shit. the need to be "the team that doesn't choke on dick" first.
